title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future,sp500_close_today,sp500_close_next_day,sp500_close_next_week,Next_Day_Change,Next_Week_Change,Next_Day_Status,Next_Week_Status
Winning bets? Meme stock frenzy of 2021 makes a return,2022-08-13,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
French MPs poised to approve €20bn inflation relief package,2022-08-04,1,0,1,0,0,0,1,1,0,[4151.93994141],[4145.18994141],[4207.27001953],[-6.75],[55.33007812],ירידה,עלייה
‘I am not blaming anyone’: Estonians shrug off 23% inflation,2022-08-20,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Amey bosses celebrated profits while offering below-inflation pay rises,2022-08-12,0,0,1,0,0,1,0,1,1,[4280.14990234],,[4228.47998047],,[-51.66992188],ללא שינוי,ירידה
US inflation isn’t going away. Small businesses must plan ahead | Gene Marks,2022-08-14,1,0,0,0,0,0,0,1,1,,[4297.14013672],,,,ללא שינוי,ללא שינוי
Sunak scorns Truss’s claims that tax cuts can avert recession,2022-08-04,1,0,1,0,0,0,0,1,1,[4151.93994141],[4145.18994141],[4207.27001953],[-6.75],[55.33007812],ירידה,עלייה
Europe on the brink: the states battling to stave off recession,2022-08-20,1,0,0,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Truss warns against ‘talking UK into a recession’ in leadership hustings,2022-08-05,1,1,0,0,0,0,1,1,1,[4145.18994141],,[4280.14990234],,[134.95996094],ללא שינוי,עלייה
"As recession looms, the Bank of England’s independence is under threat",2022-08-04,1,0,1,0,0,1,0,1,1,[4151.93994141],[4145.18994141],[4207.27001953],[-6.75],[55.33007812],ירידה,עלייה
UK economy shrinks by 0.1% in second quarter as recession looms,2022-08-12,1,0,0,0,0,1,0,1,1,[4280.14990234],,[4228.47998047],,[-51.66992188],ללא שינוי,ירידה
Dorothy Roberts on reproductive justice: ‘Abortion isn’t the only focus’,2022-08-28,1,0,1,0,0,1,0,1,1,,[4030.61010742],,,,ללא שינוי,ללא שינוי
French justice ministry under pressure to explain jail go-karting,2022-08-22,0,0,1,0,0,0,0,1,0,[4137.99023438],[4128.72998047],[4030.61010742],[-9.26025391],[-107.38012695],ירידה,ירידה
UK Muslim charity trying to break record for blood donations in one day,2022-08-27,0,1,0,0,0,0,0,1,0,,,,,,ללא שינוי,ללא שינוי
"Florida Republicans targeted Black voters, justice department says in filing",2022-08-17,0,0,1,0,0,0,0,1,1,[4274.04003906],[4283.74023438],[4140.77001953],[9.70019531],[-133.27001953],עלייה,ירידה
‘Veticare’: Victoria’s Animal Justice party proposes affordable veterinary care system,2022-08-02,1,1,0,0,0,0,0,1,1,[4091.18994141],[4155.16992188],[4122.47021484],[63.97998047],[31.28027344],עלייה,עלייה
Labour needs to champion a radical reform programme | Letters,2022-08-31,1,1,0,0,0,0,0,1,1,[3955.],[3966.85009766],[3979.87011719],[11.85009766],[24.87011719],עלייה,עלייה
Crony peerages are proof that Lords reform is urgent | Letters,2022-08-02,0,0,1,0,0,1,0,1,1,[4091.18994141],[4155.16992188],[4122.47021484],[63.97998047],[31.28027344],עלייה,עלייה
Why does the government want to reform judicial review?,2022-08-07,1,0,1,0,0,0,0,1,1,,[4140.06005859],,,,ללא שינוי,ללא שינוי
The urgent reform needed in the Conservative leadership voting process | Letter,2022-08-16,1,0,1,0,0,0,0,1,1,[4305.20019531],[4274.04003906],[4128.72998047],[-31.16015625],[-176.47021484],ירידה,ירידה
Uber’s push into patient transport renews calls for gig economy reform,2022-08-19,0,0,1,0,0,0,1,1,1,[4228.47998047],,[4057.65991211],,[-170.82006836],ללא שינוי,ירידה
"Reinstate climate change minister role, says green Tory Chris Skidmore",2022-08-09,1,1,1,0,0,1,0,1,1,[4122.47021484],[4210.24023438],[4305.20019531],[87.77001953],[182.72998047],עלייה,עלייה
What does the US-China row mean for climate change? ,2022-08-05,1,0,0,0,0,1,0,1,1,[4145.18994141],,[4280.14990234],,[134.95996094],ללא שינוי,עלייה
Australia’s climate change targets will become law. What happens now?,2022-08-04,0,0,0,0,0,0,0,1,1,[4151.93994141],[4145.18994141],[4207.27001953],[-6.75],[55.33007812],ירידה,עלייה
Peter Dutton rejects push by moderate Liberals to change position on climate legislation,2022-08-02,0,0,0,0,0,0,0,1,1,[4091.18994141],[4155.16992188],[4122.47021484],[63.97998047],[31.28027344],עלייה,עלייה
‘Change is coming’: Meet the Englishman prepping for climate apocalypse in an old German barracks,2022-08-06,1,1,1,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Google accused of airbrushing carbon emissions in flight search results,2022-08-25,0,0,1,0,0,0,0,1,1,[4199.12011719],[4057.65991211],[3966.85009766],[-141.46020508],[-232.27001953],ירידה,ירידה
Cryptocurrency ethereum plans to cut carbon emissions by 99% with upgrade,2022-08-29,1,1,0,0,0,0,0,1,0,[4030.61010742],[3986.15991211],,[-44.45019531],,ירידה,ללא שינוי
Labor wants safeguard mechanism to cut emissions from big polluters by up to 6% a year,2022-08-17,0,1,0,0,0,0,1,1,1,[4274.04003906],[4283.74023438],[4140.77001953],[9.70019531],[-133.27001953],עלייה,ירידה
TechScape: How a major change to ethereum could change cryptocurrency forever,2022-08-24,1,0,0,0,0,0,0,1,1,[4140.77001953],[4199.12011719],[3955.],[58.35009766],[-185.77001953],עלייה,ירידה
"Spyware is huge threat to global human rights and democracy, expert warns",2022-08-09,1,0,1,0,0,0,0,1,1,[4122.47021484],[4210.24023438],[4305.20019531],[87.77001953],[182.72998047],עלייה,עלייה
Experts question security of online vote to pick Tory leader,2022-08-22,1,0,0,0,0,0,0,1,1,[4137.99023438],[4128.72998047],[4030.61010742],[-9.26025391],[-107.38012695],ירידה,ירידה
Twitter’s whistleblower has pitched up at a very inconvenient moment | John Naughton,2022-08-27,1,0,1,0,0,0,0,1,0,,,,,,ללא שינוי,ללא שינוי
Ballot papers for Tory leadership vote delayed after security concerns,2022-08-02,1,0,0,0,0,0,0,1,0,[4091.18994141],[4155.16992188],[4122.47021484],[63.97998047],[31.28027344],עלייה,עלייה
Ofwat may want to supply better evidence of being tough on water firms | Nils Pratley,2022-08-16,0,0,1,0,0,0,0,1,1,[4305.20019531],[4274.04003906],[4128.72998047],[-31.16015625],[-176.47021484],ירידה,ירידה
"While Biden is tackling inflation and shaping a green economy for the US, Britain is being left behind | Carys Roberts",2022-08-10,0,1,1,0,0,1,0,1,1,[4210.24023438],[4207.27001953],[4274.04003906],[-2.97021484],[63.79980469],ירידה,עלייה
Pelosi’s Taiwan trip could have significant consequences for global economy | Larry Elliott,2022-08-03,1,1,0,0,0,0,0,1,1,[4155.16992188],[4151.93994141],[4210.24023438],[-3.22998047],[55.0703125],ירידה,עלייה
Rishi Sunak rejects claim he has ‘doomster’ attitude to economy,2022-08-01,0,0,0,0,0,0,1,1,1,[4118.62988281],[4091.18994141],[4140.06005859],[-27.43994141],[21.43017578],ירידה,עלייה
"Truss poised to plunge UK economy into ‘inflation spiral’, says Sunak",2022-08-22,1,1,1,0,0,1,0,1,1,[4137.99023438],[4128.72998047],[4030.61010742],[-9.26025391],[-107.38012695],ירידה,ירידה
Uber’s push into patient transport renews calls for gig economy reform,2022-08-19,0,0,1,0,0,0,0,1,1,[4228.47998047],,[4057.65991211],,[-170.82006836],ללא שינוי,ירידה
Wednesday briefing: What Cheney’s drubbing means for US politics,2022-08-17,1,0,0,0,0,0,0,1,1,[4274.04003906],[4283.74023438],[4140.77001953],[9.70019531],[-133.27001953],עלייה,ירידה
Billions in ‘dark money’ is influencing US politics. We need disclosure laws | David Sirota and Joel Warner,2022-08-29,1,0,1,0,0,1,0,1,1,[4030.61010742],[3986.15991211],,[-44.45019531],,ירידה,ללא שינוי
"US political violence is surging, but talk of a civil war is exaggerated – isn’t it?",2022-08-20,1,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Election denialism remains powerful in Republican politics | The fight to vote,2022-08-04,1,0,1,0,0,0,0,1,1,[4151.93994141],[4145.18994141],[4207.27001953],[-6.75],[55.33007812],ירידה,עלייה
Energy crisis puts politics in a radically different light | Letters,2022-08-28,0,0,1,0,0,1,0,1,1,,[4030.61010742],,,,ללא שינוי,ללא שינוי
Liz Cheney considers run for president after Republican primary defeat,2022-08-17,1,1,1,0,0,0,0,1,1,[4274.04003906],[4283.74023438],[4140.77001953],[9.70019531],[-133.27001953],עלייה,ירידה
Prankster seizes Bolsonaro website and turns president into ‘snake-tongued liar’,2022-08-31,0,0,1,1,0,0,0,1,0,[3955.],[3966.85009766],[3979.87011719],[11.85009766],[24.87011719],עלייה,עלייה
Biden’s chief of staff says president is comparable to historic predecessors,2022-08-19,0,1,1,0,0,0,0,1,1,[4228.47998047],,[4057.65991211],,[-170.82006836],ללא שינוי,ירידה
Chinese president Xi Jinping expected to visit Saudi Arabia next week,2022-08-11,0,0,1,0,0,0,0,1,0,[4207.27001953],[4280.14990234],[4283.74023438],[72.87988281],[76.47021484],עלייה,עלייה
US has increased arms sales abroad despite Biden election pledge,2022-10-20,0,0,1,0,0,0,0,1,1,[3665.7800293],[3752.75],[3807.30004883],[86.9699707],[141.52001953],עלייה,עלייה
‘Be like North Carolina’: rightwing election efforts signal growing US movement,2022-10-11,1,0,1,0,0,0,0,1,1,[3588.84008789],[3577.0300293],[3719.97998047],[-11.81005859],[131.13989258],ירידה,עלייה
The Guardian view on Brazil’s election: Bolsonaro’s return would cost us all | Editorial,2022-10-27,1,1,0,0,0,0,0,1,1,[3807.30004883],[3901.06005859],[3719.88989258],[93.76000977],[-87.41015625],עלייה,ירידה
‘A madness has taken hold’ ahead of US midterms: local election officials fear for safety,2022-10-27,1,1,1,0,0,0,0,1,1,[3807.30004883],[3901.06005859],[3719.88989258],[93.76000977],[-87.41015625],עלייה,ירידה
US prices rise in September as midterm elections loom,2022-10-13,1,0,1,0,0,0,0,1,1,[3669.90991211],[3583.07006836],[3665.7800293],[-86.83984375],[-4.12988281],ירידה,ירידה
‘A clash of two Brazils’: presidential election divides voters – even gangsters,2022-10-21,1,0,1,0,0,0,0,1,1,[3752.75],,[3901.06005859],,[148.31005859],ללא שינוי,עלייה
‘Lula represents hope’: Brazil presidential frontrunner takes his message into Rio’s favelas,2022-10-13,0,1,1,0,1,1,0,1,1,[3669.90991211],[3583.07006836],[3665.7800293],[-86.83984375],[-4.12988281],ירידה,ירידה
Doug Mastriano: is the Trump-backed election denier too extreme to win?,2022-10-24,1,0,1,0,0,0,0,1,1,[3797.34008789],[3859.11010742],[3871.97998047],[61.77001953],[74.63989258],עלייה,עלייה
Lula: the rise and fall and rise again of Brazil’s president-elect,2022-10-31,0,1,0,1,1,1,0,1,1,[3871.97998047],[3856.10009766],[3806.80004883],[-15.87988281],[-65.17993164],ירידה,ירידה
Early voters in Arizona midterms report harassment by poll watchers,2022-10-20,1,0,1,0,0,0,0,1,1,[3665.7800293],[3752.75],[3807.30004883],[86.9699707],[141.52001953],עלייה,עלייה
Brazil election 2022: full results from the first round,2022-10-03,0,0,0,0,0,0,0,1,0,[3678.42993164],[3790.92993164],[3612.38989258],[112.5],[-66.04003906],עלייה,ירידה
Brazil election 2022: live results as Lula beats Bolsonaro to return as president,2022-10-30,0,1,0,0,0,0,0,1,1,,[3871.97998047],,,,ללא שינוי,ללא שינוי
Brazil election: why was Sunday’s result so disappointing for the left?,2022-10-03,1,1,0,0,0,1,0,1,1,[3678.42993164],[3790.92993164],[3612.38989258],[112.5],[-66.04003906],עלייה,ירידה
 Bolsonaro remains silent after election defeat to Lula as key allies accept result,2022-10-31,1,0,0,0,0,0,0,1,1,[3871.97998047],[3856.10009766],[3806.80004883],[-15.87988281],[-65.17993164],ירידה,ירידה
"Trump signed statement alleging voter fraud knowing it was false, judge says",2022-10-20,0,0,1,0,0,0,0,1,1,[3665.7800293],[3752.75],[3807.30004883],[86.9699707],[141.52001953],עלייה,עלייה
Can Obama magic charm Democrats to the polls in crucial midterms?,2022-10-30,1,1,1,0,0,1,0,1,1,,[3871.97998047],,,,ללא שינוי,ללא שינוי
Republicans plan to torpedo key Biden policies as polls predict midterm victory,2022-10-21,1,0,1,0,0,0,0,1,1,[3752.75],,[3901.06005859],,[148.31005859],ללא שינוי,עלייה
‘He must be stopped’: emotions run high as Brazil’s voters go to polls,2022-10-30,1,0,1,0,0,0,0,1,1,,[3871.97998047],,,,ללא שינוי,ללא שינוי
"Abortion is key motivator for Democratic-leaning voters in US midterms, poll finds",2022-10-12,1,0,1,0,0,0,0,1,1,[3577.0300293],[3669.90991211],[3695.15991211],[92.87988281],[118.12988281],עלייה,עלייה
Brazilians go to polls with Lula slight favourite to oust far-right Bolsonaro,2022-10-30,1,1,1,0,0,0,0,1,0,,[3871.97998047],,,,ללא שינוי,ללא שינוי
The Guardian view on the world’s forgotten conflict: Ethiopia’s devastating war | Editorial,2022-10-23,1,0,1,0,0,1,0,1,1,,[3797.34008789],,,,ללא שינוי,ללא שינוי
Conflict between activists and zoos shows no sign of going away,2022-10-17,0,0,1,0,0,1,0,1,0,[3677.94995117],[3719.97998047],[3797.34008789],[42.0300293],[119.39013672],עלייה,עלייה
BTS members to do military service in South Korea,2022-10-17,0,0,0,0,0,0,0,1,1,[3677.94995117],[3719.97998047],[3797.34008789],[42.0300293],[119.39013672],עלייה,עלייה
Taiwan’s military recruitment pool shrinking due to low birthrate,2022-10-04,1,0,0,0,0,1,0,1,1,[3790.92993164],[3783.2800293],[3588.84008789],[-7.64990234],[-202.08984375],ירידה,ירידה
Coalition warns against requiring parliamentary vote to commit Australia to war,2022-10-04,1,0,0,0,0,0,0,1,1,[3790.92993164],[3783.2800293],[3588.84008789],[-7.64990234],[-202.08984375],ירידה,ירידה
Senator raises alarm Saudis could share US defense technology with Russia,2022-10-17,1,0,1,0,0,0,0,1,1,[3677.94995117],[3719.97998047],[3797.34008789],[42.0300293],[119.39013672],עלייה,עלייה
Harvey Weinstein trial: witness breaks down as defense digs into lack of proof,2022-10-27,1,0,0,0,0,1,0,1,0,[3807.30004883],[3901.06005859],[3719.88989258],[93.76000977],[-87.41015625],עלייה,ירידה
NBA opening night: Warriors top Lakers to open title defense as Celts edge 76ers,2022-10-19,0,1,0,1,0,0,0,1,0,[3695.15991211],[3665.7800293],[3830.60009766],[-29.37988281],[135.44018555],ירידה,עלייה
Federal budget 2022: Jim Chalmers heralds budget of ‘restraint’ while warning of risks ahead for households,2022-10-25,1,0,0,0,0,0,0,1,1,[3859.11010742],[3830.60009766],[3856.10009766],[-28.51000977],[-3.01000977],ירידה,ירידה
UK councils slashing services to meet £3.2bn budget shortfall,2022-10-28,1,0,1,0,0,1,0,1,1,[3901.06005859],,[3770.55004883],,[-130.51000977],ללא שינוי,ירידה
Gun used by Mexican cartel to shoot down military helicopter bought in US,2022-10-27,1,0,1,0,0,1,0,1,0,[3807.30004883],[3901.06005859],[3719.88989258],[93.76000977],[-87.41015625],עלייה,ירידה
BTS members to do military service in South Korea,2022-10-17,0,0,0,0,0,0,0,1,1,[3677.94995117],[3719.97998047],[3797.34008789],[42.0300293],[119.39013672],עלייה,עלייה
Taiwan’s military recruitment pool shrinking due to low birthrate,2022-10-04,1,0,0,0,0,1,0,1,1,[3790.92993164],[3783.2800293],[3588.84008789],[-7.64990234],[-202.08984375],ירידה,ירידה
Perpetrator of Syria’s Tadamon massacre still working on military base,2022-10-28,1,0,1,0,0,1,0,1,1,[3901.06005859],,[3770.55004883],,[-130.51000977],ללא שינוי,ירידה
EU plans to impose sanctions on Iran military leaders over drones,2022-10-19,1,0,1,0,0,0,0,1,1,[3695.15991211],[3665.7800293],[3830.60009766],[-29.37988281],[135.44018555],ירידה,עלייה
"Morning mail: 200,000 robodebt reviews wiped, G7 leaders warn Putin over nuclear threat, Bali bombings remembered",2022-10-11,1,1,1,0,0,0,0,1,1,[3588.84008789],[3577.0300293],[3719.97998047],[-11.81005859],[131.13989258],ירידה,עלייה
Are Putin’s nuclear threats really likely to lead to Armageddon?,2022-10-07,1,0,0,0,0,0,0,1,1,[3639.65991211],,[3583.07006836],,[-56.58984375],ללא שינוי,ירידה
Poland suggests hosting US nuclear weapons amid growing fears of Putin’s threats,2022-10-05,1,0,0,0,0,0,0,1,1,[3783.2800293],[3744.52001953],[3577.0300293],[-38.76000977],[-206.25],ירידה,ירידה
"Biden’s ‘Armageddon’ warning wasn’t based on new intelligence, US says",2022-10-07,1,0,0,0,0,0,0,1,1,[3639.65991211],,[3583.07006836],,[-56.58984375],ללא שינוי,ירידה
Pentagon spokesperson tamps down concerns over nuclear ‘Armageddon’ ,2022-10-09,1,0,1,0,0,0,0,1,1,,[3612.38989258],,,,ללא שינוי,ללא שינוי
Money is the lifeblood of healthcare in the US | Letters,2022-10-30,1,0,1,0,0,1,0,1,1,,[3871.97998047],,,,ללא שינוי,ללא שינוי
What private healthcare does as the NHS suffers cuts | Letters,2022-10-14,0,0,1,0,0,1,0,1,1,[3583.07006836],,[3752.75],,[169.67993164],ללא שינוי,עלייה
"Owen Paterson may face £7,500 fine over lobbying for healthcare firm",2022-10-14,0,0,1,0,0,0,0,1,0,[3583.07006836],,[3752.75],,[169.67993164],ללא שינוי,עלייה
Shiny new hospitals won’t solve Australia’s healthcare crisis. They could make it worse | Ranjana Srivastava,2022-10-18,1,0,1,0,0,1,0,1,1,[3719.97998047],[3695.15991211],[3859.11010742],[-24.82006836],[139.13012695],ירידה,עלייה
